# A1 - Starter Level Words (CEFR A1)
# Format: english|category|partOfSpeech
# Most basic everyday vocabulary for absolute beginners

# Actions
kind|Adjectives|adjective
lazy|Adjectives|adjective
little|Adjectives|adjective
local|Adjectives|adjective
long|Adjectives|adjective
loose|Adjectives|adjective
loud|Adjectives|adjective
lovely|Adjectives|adjective
low|Adjectives|adjective
lucky|Adjectives|adjective
main|Adjectives|adjective
many|Adjectives|adjective
married|Adjectives|adjective
modern|Adjectives|adjective
much|Adjectives|adjective
mute|Adjectives|adjective
narrow|Adjectives|adjective
natural|Adjectives|adjective
near|Adjectives|adjective
necessary|Adjectives|adjective
new|Adjectives|adjective
next|Adjectives|adjective
nice|Adjectives|adjective
normal|Adjectives|adjective
obvious|Adjectives|adjective
official|Adjectives|adjective
old|Adjectives|adjective
only|Adjectives|adjective
original|Adjectives|adjective
other|Adjectives|adjective
own|Adjectives|adjective
patient|Adjectives|adjective
perfect|Adjectives|adjective
personal|Adjectives|adjective
pleasant|Adjectives|adjective
polite|Adjectives|adjective
poor|Adjectives|adjective
popular|Adjectives|adjective
possible|Adjectives|adjective
present|Adjectives|adjective
pretty|Adjectives|adjective
private|Adjectives|adjective
public|Adjectives|adjective
quiet|Adjectives|adjective
rare|Adjectives|adjective
ready|Adjectives|adjective
real|Adjectives|adjective
recent|Adjectives|adjective
responsible|Adjectives|adjective
rich|Adjectives|adjective
right|Adjectives|adjective
rough|Adjectives|adjective
round|Adjectives|adjective
rude|Adjectives|adjective
sad|Adjectives|adjective
safe|Adjectives|adjective
salty|Adjectives|adjective
same|Adjectives|adjective
scared|Adjectives|adjective
separate|Adjectives|adjective
serious|Adjectives|adjective
sharp|Adjectives|adjective
short|Adjectives|adjective
sick|Adjectives|adjective
similar|Adjectives|adjective
simple|Adjectives|adjective
single|Adjectives|adjective
slow|Adjectives|adjective
small|Adjectives|adjective
smart|Adjectives|adjective
smooth|Adjectives|adjective
soft|Adjectives|adjective
some|Adjectives|adjective
sour|Adjectives|adjective
special|Adjectives|adjective
spicy|Adjectives|adjective
straight|Adjectives|adjective
strange|Adjectives|adjective
strong|Adjectives|adjective
stupid|Adjectives|adjective
sure|Adjectives|adjective
sweet|Adjectives|adjective
tall|Adjectives|adjective
tame|Adjectives|adjective
terrible|Adjectives|adjective
thick|Adjectives|adjective
thin|Adjectives|adjective
thirsty|Adjectives|adjective
tight|Adjectives|adjective
tired|Adjectives|adjective
together|Adjectives|adverb
total|Adjectives|adjective
true|Adjectives|adjective
ugly|Adjectives|adjective
uncomfortable|Adjectives|adjective
unlucky|Adjectives|adjective
unpleasant|Adjectives|adjective
unusual|Adjectives|adjective
useful|Adjectives|adjective
useless|Adjectives|adjective
usual|Adjectives|adjective
warm|Adjectives|adjective
weak|Adjectives|adjective
wet|Adjectives|adjective
whole|Adjectives|adjective
wide|Adjectives|adjective
wild|Adjectives|adjective
wise|Adjectives|adjective
wonderful|Adjectives|adjective
wrong|Adjectives|adjective
young|Adjectives|adjective

# Animals
ant|Animals|noun
bear|Animals|noun
bee|Animals|noun
bird|Animals|noun
butterfly|Animals|noun
cat|Animals|noun
chicken|Animals|noun
cow|Animals|noun
deer|Animals|noun
dog|Animals|noun
donkey|Animals|noun
duck|Animals|noun
eagle|Animals|noun
elephant|Animals|noun
fish|Animals|noun
fly|Animals|noun
fox|Animals|noun
frog|Animals|noun
goat|Animals|noun
horse|Animals|noun
lion|Animals|noun
monkey|Animals|noun
mouse|Animals|noun
owl|Animals|noun
parrot|Animals|noun
pig|Animals|noun
rabbit|Animals|noun
shark|Animals|noun
sheep|Animals|noun
snake|Animals|noun
spider|Animals|noun
tiger|Animals|noun
turtle|Animals|noun
whale|Animals|noun
wolf|Animals|noun

# Body
arm|Body|noun
back|Body|noun
blood|Body|noun
bone|Body|noun
chest|Body|noun
ear|Body|noun
elbow|Body|noun
eyes|Body|noun
eye|Body|noun
face|Body|noun
finger|Body|noun
foot|Body|noun
hair|Body|noun
hand|Body|noun
head|Body|noun
heart|Body|noun
knee|Body|noun
leg|Body|noun
lip|Body|noun
mouth|Body|noun
nail|Body|noun
neck|Body|noun
nose|Body|noun
shoulder|Body|noun
skin|Body|noun
stomach|Body|noun
teeth|Body|noun
thumb|Body|noun
tongue|Body|noun
tooth|Body|noun

# Business & Finance
advertise|Business & Finance|verb
appraisal|Business & Finance|noun
appreciation|Business & Finance|noun
asset|Business & Finance|noun
atm|Business & Finance|noun
auction|Business & Finance|noun
bank account|Business & Finance|noun
banker|Business & Finance|noun
bankruptcy|Business & Finance|noun
bar code|Business & Finance|noun
bear market|Business & Finance|noun
bidding|Business & Finance|noun
bull market|Business & Finance|noun
cent|Business & Finance|noun
checking account|Business & Finance|noun
clerk|Business & Finance|noun
collateral|Business & Finance|noun
commission|Business & Finance|noun
commodities|Business & Finance|noun
corporation|Business & Finance|noun
cost|Business & Finance|noun
counterfeit|Business & Finance|noun
credit card|Business & Finance|noun
credit score|Business & Finance|noun
deal|Business & Finance|noun
debit card|Business & Finance|noun
debt|Business & Finance|noun
denomination|Business & Finance|noun
depreciation|Business & Finance|noun
direct deposit|Business & Finance|noun
down payment|Business & Finance|noun
earn|Business & Finance|verb
embargo|Business & Finance|noun
equity|Business & Finance|noun
export|Business & Finance|noun
federal reserve|Business & Finance|noun
foreclosure|Business & Finance|noun
fund|Business & Finance|noun
gross income|Business & Finance|noun
hedge fund|Business & Finance|noun
import|Business & Finance|noun
installment|Business & Finance|noun
interest rate|Business & Finance|noun
liability|Business & Finance|noun
loan|Business & Finance|noun
loyalty card|Business & Finance|noun
membership|Business & Finance|noun
mint|Business & Finance|noun
mobile banking|Business & Finance|noun
money order|Business & Finance|noun
monopoly|Business & Finance|noun
mutual fund|Business & Finance|noun
net income|Business & Finance|noun
net worth|Business & Finance|noun
online banking|Business & Finance|noun
overdraft|Business & Finance|noun
partnership|Business & Finance|noun
payroll|Business & Finance|noun
portfolio|Business & Finance|noun
pound|Business & Finance|noun
price tag|Business & Finance|noun
purchase|Business & Finance|verb
quota|Business & Finance|noun
real estate|Business & Finance|noun
retail|Business & Finance|noun
royalty|Business & Finance|noun
savings account|Business & Finance|noun
shipment|Business & Finance|noun
shopping cart|Business & Finance|noun
shopping list|Business & Finance|noun
stock market|Business & Finance|noun
stock|Business & Finance|noun
subscription|Business & Finance|noun
subsidy|Business & Finance|noun
tariff|Business & Finance|noun
teller|Business & Finance|noun
traveler's check|Business & Finance|noun
treasury|Business & Finance|noun
trial period|Business & Finance|noun
voucher|Business & Finance|noun
wire transfer|Business & Finance|noun

# Business Analysis
acceptance criteria|Business Analysis|noun
assumption|Business Analysis|noun
baseline|Business Analysis|noun
best practice|Business Analysis|noun
brainstorming|Business Analysis|noun
business case|Business Analysis|noun
business rule|Business Analysis|noun
change request|Business Analysis|noun
chart|Business Analysis|noun
continuous improvement|Business Analysis|noun
corrective action|Business Analysis|noun
cost benefit analysis|Business Analysis|noun
data flow diagram|Business Analysis|noun
data|Business Analysis|noun
deliverable|Business Analysis|noun
deviation|Business Analysis|noun
documentation|Business Analysis|noun
efficiency|Business Analysis|noun
entity relationship diagram|Business Analysis|noun
flowchart|Business Analysis|noun
functional requirement|Business Analysis|noun
gap analysis|Business Analysis|noun
impact analysis|Business Analysis|noun
indicator|Business Analysis|noun
insight|Business Analysis|noun
knowledge base|Business Analysis|noun
lessons learned|Business Analysis|noun
metric|Business Analysis|noun
mind map|Business Analysis|noun
non-functional requirement|Business Analysis|noun
optimize|Business Analysis|verb
performance|Business Analysis|noun
pilot program|Business Analysis|noun
preventive action|Business Analysis|noun
prioritize|Business Analysis|verb
productivity|Business Analysis|noun
questionnaire|Business Analysis|noun
regression testing|Business Analysis|noun
report|Business Analysis|noun
roadmap|Business Analysis|noun
rollback|Business Analysis|noun
root cause analysis|Business Analysis|noun
swot analysis|Business Analysis|noun
traceability matrix|Business Analysis|noun
user acceptance testing|Business Analysis|noun
validate|Business Analysis|verb
variance|Business Analysis|noun
wireframe|Business Analysis|noun

# Clothing
bag|Clothing|noun
belt|Clothing|noun
boots|Clothing|noun
button|Clothing|noun
coat|Clothing|noun
dress|Clothing|noun
glasses|Clothing|noun
gloves|Clothing|noun
hat|Clothing|noun
jacket|Clothing|noun
jeans|Clothing|noun
necklace|Clothing|noun
pajamas|Clothing|noun
pants|Clothing|noun
pocket|Clothing|noun
ring|Clothing|noun
sandals|Clothing|noun
scarf|Clothing|noun
shirt|Clothing|noun
shoes|Clothing|noun
skirt|Clothing|noun
socks|Clothing|noun
sweater|Clothing|noun
swimsuit|Clothing|noun
tie|Clothing|noun
umbrella|Clothing|noun
underwear|Clothing|noun
uniform|Clothing|noun
watch|Clothing|noun
zipper|Clothing|noun

# Colors
black|Colors|adjective
blue|Colors|adjective
bright|Colors|adjective
brown|Colors|adjective
color|Colors|noun
dark|Colors|adjective
gold|Colors|adjective
gray|Colors|adjective
green|Colors|adjective
light|Colors|adjective
orange|Colors|adjective
pink|Colors|adjective
purple|Colors|adjective
red|Colors|adjective
silver|Colors|adjective
white|Colors|adjective
yellow|Colors|adjective

# Common Phrases
I agree|Common Phrases|phrase
I am busy|Common Phrases|phrase
I am fine|Common Phrases|phrase
I am from|Common Phrases|phrase
I am happy|Common Phrases|phrase
I am hungry|Common Phrases|phrase
I am kidding|Common Phrases|phrase
I am learning english|Common Phrases|phrase
I am lost|Common Phrases|phrase
I am not sure|Common Phrases|phrase
I am on my way|Common Phrases|phrase
I am ready|Common Phrases|phrase
I am sad|Common Phrases|phrase
I am sorry|Common Phrases|phrase
I am thirsty|Common Phrases|phrase
I am tired|Common Phrases|phrase
I beg your pardon|Common Phrases|phrase
I can't believe it|Common Phrases|phrase
I changed my mind|Common Phrases|phrase
I don't care|Common Phrases|phrase
I don't know|Common Phrases|phrase
I don't like it|Common Phrases|phrase
I don't speak|Common Phrases|phrase
I don't understand|Common Phrases|phrase
I forgot|Common Phrases|phrase
I have a question|Common Phrases|phrase
I have no clue|Common Phrases|phrase
I have no idea|Common Phrases|phrase
I hope so|Common Phrases|phrase
I like it|Common Phrases|phrase
I live in|Common Phrases|phrase
I love you|Common Phrases|phrase
I made a mistake|Common Phrases|phrase
I miss you|Common Phrases|phrase
I need|Common Phrases|phrase
I promise|Common Phrases|phrase
I remember|Common Phrases|phrase
I swear|Common Phrases|phrase
I think so|Common Phrases|phrase
I want|Common Phrases|phrase
I will be back|Common Phrases|phrase
I will let you know|Common Phrases|phrase
I work as|Common Phrases|phrase
I would like|Common Phrases|phrase
I'm lost|Common Phrases|phrase
I'm sorry|Common Phrases|phrase
a little bit|Common Phrases|phrase
after you|Common Phrases|phrase
are you sure|Common Phrases|phrase
as soon as possible|Common Phrases|phrase
at first|Common Phrases|phrase
at last|Common Phrases|phrase
at most|Common Phrases|phrase
be careful|Common Phrases|phrase
be quiet|Common Phrases|phrase
believe me|Common Phrases|phrase
by accident|Common Phrases|phrase
by heart|Common Phrases|phrase
by mistake|Common Phrases|phrase
calm down|Common Phrases|phrase
can I have|Common Phrases|phrase
can I help you|Common Phrases|phrase
can you help me|Common Phrases|phrase
can you repeat|Common Phrases|phrase
catch you later|Common Phrases|phrase
cheer up|Common Phrases|phrase
close the window|Common Phrases|phrase
come here|Common Phrases|phrase
come in|Common Phrases|phrase
come with me|Common Phrases|phrase
day by day|Common Phrases|phrase
do you have|Common Phrases|phrase
do you speak english|Common Phrases|phrase
don't give up|Common Phrases|phrase
don't worry|Common Phrases|phrase
drive safely|Common Phrases|phrase
face to face|Common Phrases|phrase
follow me|Common Phrases|phrase
for example|Common Phrases|phrase
for free|Common Phrases|phrase
for sale|Common Phrases|phrase
from now on|Common Phrases|phrase
get well soon|Common Phrases|phrase
give me|Common Phrases|phrase
go ahead|Common Phrases|phrase
go straight|Common Phrases|phrase
good luck|Common Phrases|phrase
hand in hand|Common Phrases|phrase
happy new year|Common Phrases|phrase
have a good day|Common Phrases|phrase
have a good weekend|Common Phrases|phrase
have a safe trip|Common Phrases|phrase
help me|Common Phrases|phrase
help yourself|Common Phrases|phrase
how are you|Common Phrases|phrase
how do you say|Common Phrases|phrase
how far|Common Phrases|phrase
how is it going|Common Phrases|phrase
how many|Common Phrases|phrase
how much is it|Common Phrases|phrase
how much|Common Phrases|phrase
how old are you|Common Phrases|phrase
hurry up|Common Phrases|phrase
in a hurry|Common Phrases|phrase
in my opinion|Common Phrases|phrase
in the end|Common Phrases|phrase
in time|Common Phrases|phrase
is it far|Common Phrases|phrase
it doesn't matter|Common Phrases|phrase
it is beautiful|Common Phrases|phrase
it is cold|Common Phrases|phrase
it is delicious|Common Phrases|phrase
it is hot|Common Phrases|phrase
it is not my fault|Common Phrases|phrase
it is raining|Common Phrases|phrase
it is up to you|Common Phrases|phrase
it was nice talking to you|Common Phrases|phrase
it's okay|Common Phrases|phrase
just a second|Common Phrases|phrase
just kidding|Common Phrases|phrase
keep going|Common Phrases|phrase
let me check|Common Phrases|phrase
let me see|Common Phrases|phrase
let me think about it|Common Phrases|phrase
let's go|Common Phrases|phrase
listen to me|Common Phrases|phrase
long time no see|Common Phrases|phrase
look at this|Common Phrases|phrase
make yourself at home|Common Phrases|phrase
make yourself comfortable|Common Phrases|phrase
me too|Common Phrases|phrase
merry christmas|Common Phrases|phrase
my name is|Common Phrases|phrase
never mind|Common Phrases|phrase
nice to meet you|Common Phrases|phrase
nice weather|Common Phrases|phrase
no problem|Common Phrases|phrase
no thanks|Common Phrases|phrase
no worries|Common Phrases|phrase
not at all|Common Phrases|phrase
not really|Common Phrases|phrase
not yet|Common Phrases|phrase
of course not|Common Phrases|phrase
of course|Common Phrases|phrase
on my way|Common Phrases|phrase
on purpose|Common Phrases|phrase
on time|Common Phrases|phrase
once upon a time|Common Phrases|phrase
one moment please|Common Phrases|phrase
open the door|Common Phrases|phrase
out of order|Common Phrases|phrase
pardon me|Common Phrases|phrase
right now|Common Phrases|phrase
see you later|Common Phrases|phrase
see you soon|Common Phrases|phrase
see you tomorrow|Common Phrases|phrase
show me|Common Phrases|phrase
sit down please|Common Phrases|phrase
sleep tight|Common Phrases|phrase
so far|Common Phrases|phrase
sounds good|Common Phrases|phrase
speak slowly please|Common Phrases|phrase
stand up please|Common Phrases|phrase
step by step|Common Phrases|phrase
stop here|Common Phrases|phrase
take care|Common Phrases|phrase
take it easy|Common Phrases|phrase
take your time|Common Phrases|phrase
tell me|Common Phrases|phrase
that is great|Common Phrases|phrase
that is terrible|Common Phrases|phrase
that makes sense|Common Phrases|phrase
that's right|Common Phrases|phrase
trust me|Common Phrases|phrase
turn left|Common Phrases|phrase
turn right|Common Phrases|phrase
wait a moment|Common Phrases|phrase
wait for me|Common Phrases|phrase
watch out|Common Phrases|phrase
well done|Common Phrases|phrase
well said|Common Phrases|phrase
what a pity|Common Phrases|phrase
what a surprise|Common Phrases|phrase
what about you|Common Phrases|phrase
what do you do|Common Phrases|phrase
what do you want|Common Phrases|phrase
what does it mean|Common Phrases|phrase
what happened|Common Phrases|phrase
what is going on|Common Phrases|phrase
what is that|Common Phrases|phrase
what is this|Common Phrases|phrase
what is wrong|Common Phrases|phrase
what is your name|Common Phrases|phrase
what time|Common Phrases|phrase
where are you from|Common Phrases|phrase
where do you live|Common Phrases|phrase
where is|Common Phrases|phrase
wish you all the best|Common Phrases|phrase
yes please|Common Phrases|phrase
you are right|Common Phrases|phrase
you are wrong|Common Phrases|phrase

# Communication
address|Communication|noun
conversation|Communication|noun
information|Communication|noun
magazine|Communication|noun
name|Communication|noun
newspaper|Communication|noun
news|Communication|noun
noise|Communication|noun
sign|Communication|noun
sound|Communication|noun
speech|Communication|noun
story|Communication|noun
voice|Communication|noun

# Education
English|Education|noun
algebra|Education|noun
alphabet|Education|noun
apprenticeship|Education|noun
art class|Education|noun
art|Education|noun
atlas|Education|noun
attendance|Education|noun
auditorium|Education|noun
back to school|Education|noun
biology|Education|noun
blackboard|Education|noun
boarding school|Education|noun
book report|Education|noun
book|Education|noun
cafeteria|Education|noun
calculate|Education|verb
calculator|Education|noun
campus|Education|noun
cap and gown|Education|noun
chalk|Education|noun
chemistry|Education|noun
cite|Education|verb
classmate|Education|noun
classroom|Education|noun
class|Education|noun
color pencil|Education|noun
composition|Education|noun
comprehension|Education|noun
computer|Education|noun
concentration|Education|noun
correction|Education|noun
counselor|Education|noun
crayon|Education|noun
dean|Education|noun
desk|Education|noun
diagram|Education|noun
dictionary|Education|noun
diploma|Education|noun
discipline|Education|noun
distance learning|Education|noun
dormitory|Education|noun
education|Education|noun
elective|Education|noun
elementary school|Education|noun
enrollment|Education|noun
enroll|Education|verb
equation|Education|noun
eraser|Education|noun
exam|Education|noun
exchange student|Education|noun
extra credit|Education|noun
field day|Education|noun
field trip|Education|noun
final exam|Education|noun
flash card|Education|noun
formula|Education|noun
freshman|Education|noun
geometry|Education|noun
globe|Education|noun
glue|Education|noun
grade|Education|noun
graduate|Education|verb
graduation ceremony|Education|noun
graduation|Education|noun
gym class|Education|noun
gymnasium|Education|noun
high school|Education|noun
highlighter|Education|noun
history|Education|noun
home economics|Education|noun
homework|Education|noun
honor roll|Education|noun
instruction|Education|noun
instruct|Education|verb
intelligence|Education|noun
internet|Education|noun
keyboard|Education|noun
kindergarten|Education|noun
lab|Education|noun
language|Education|noun
lesson|Education|noun
letter|Education|noun
librarian|Education|noun
listening|Education|noun
major|Education|noun
map|Education|noun
marker|Education|noun
math|Education|noun
memorize|Education|verb
mentoring|Education|noun
middle school|Education|noun
midterm|Education|noun
minor|Education|noun
music class|Education|noun
music|Education|noun
notebook|Education|noun
online course|Education|noun
oral exam|Education|noun
outline|Education|noun
page|Education|noun
paper|Education|noun
pencil|Education|noun
pen|Education|noun
phone|Education|noun
physics|Education|noun
poet|Education|noun
poster|Education|noun
prep|Education|verb
preschool|Education|noun
professor|Education|noun
program|Education|noun
pupil|Education|noun
question|Education|noun
quiz bowl|Education|noun
quiz|Education|noun
recess|Education|noun
recite|Education|verb
report card|Education|noun
ruler|Education|noun
school bus|Education|noun
school uniform|Education|noun
school year|Education|noun
science fair|Education|noun
science|Education|noun
scissors|Education|noun
screen|Education|noun
semester|Education|noun
sentence|Education|noun
spelling bee|Education|noun
sport|Education|noun
student|Education|noun
study abroad|Education|noun
study group|Education|noun
study hall|Education|noun
subject|Education|noun
substitute teacher|Education|noun
summary|Education|noun
talent show|Education|noun
talent|Education|noun
teacher|Education|noun
teaching assistant|Education|noun
term|Education|noun
test|Education|noun
timetable|Education|noun
tutoring|Education|noun
tutor|Education|noun
university|Education|noun
valedictorian|Education|noun
woodshop|Education|noun
word|Education|noun
workbook|Education|noun
yearbook|Education|noun

# Emotions
afraid|Emotions|adjective
anger|Emotions|noun
bored|Emotions|adjective
confused|Emotions|adjective
excited|Emotions|adjective
fear|Emotions|noun
jealous|Emotions|adjective
joy|Emotions|noun
lonely|Emotions|adjective
nervous|Emotions|adjective
pain|Emotions|noun
peace|Emotions|noun
pleasure|Emotions|noun
proud|Emotions|adjective
relaxed|Emotions|adjective
stress|Emotions|noun
surprised|Emotions|adjective
worried|Emotions|adjective

# Family
aunt|Family|noun
baby|Family|noun
boy|Family|noun
brother|Family|noun
children|Family|noun
child|Family|noun
couple|Family|noun
cousin|Family|noun
daughter|Family|noun
family|Family|noun
father|Family|noun
friend|Family|noun
girl|Family|noun
grandfather|Family|noun
grandmother|Family|noun
husband|Family|noun
man|Family|noun
mother|Family|noun
neighbor|Family|noun
nephew|Family|noun
niece|Family|noun
parents|Family|noun
people|Family|noun
person|Family|noun
sister|Family|noun
son|Family|noun
twin|Family|noun
uncle|Family|noun
wife|Family|noun
woman|Family|noun

# Food
apple|Food|noun
banana|Food|noun
bean|Food|noun
beef|Food|noun
bread|Food|noun
butter|Food|noun
cabbage|Food|noun
cake|Food|noun
carrot|Food|noun
cereal|Food|noun
cheese|Food|noun
cherry|Food|noun
chocolate|Food|noun
coconut|Food|noun
coffee|Food|noun
cookie|Food|noun
corn|Food|noun
cucumber|Food|noun
eggplant|Food|noun
egg|Food|noun
flour|Food|noun
fruit|Food|noun
garlic|Food|noun
ginger|Food|noun
grape|Food|noun
ham|Food|noun
honey|Food|noun
ice cream|Food|noun
jam|Food|noun
juice|Food|noun
ketchup|Food|noun
lemon|Food|noun
lettuce|Food|noun
meat|Food|noun
melon|Food|noun
milk|Food|noun
mushroom|Food|noun
mustard|Food|noun
nut|Food|noun
oil|Food|noun
olive|Food|noun
onion|Food|noun
pasta|Food|noun
peach|Food|noun
pear|Food|noun
pea|Food|noun
pepper|Food|noun
pineapple|Food|noun
pizza|Food|noun
plum|Food|noun
pork|Food|noun
potato|Food|noun
rice|Food|noun
salad|Food|noun
salt|Food|noun
sandwich|Food|noun
sauce|Food|noun
sausage|Food|noun
shrimp|Food|noun
soup|Food|noun
spinach|Food|noun
strawberry|Food|noun
sugar|Food|noun
tea|Food|noun
tomato|Food|noun
vinegar|Food|noun
watermelon|Food|noun
water|Food|noun
yogurt|Food|noun

# General
I|General|pronoun
about|General|preposition
above|General|preposition
accident|General|noun
accordion|General|noun
ace|General|noun
acorn|General|noun
across|General|preposition
actress|General|noun
actually|General|adverb
admire|General|verb
adorable|General|adjective
adult|General|noun
advice|General|noun
against|General|noun
again|General|adverb
age|General|noun
agile|General|adjective
ahead|General|adverb
ajar|General|adjective
album|General|noun
alligator|General|noun
almond|General|noun
almost|General|adverb
along|General|preposition
also|General|adverb
